gamma_initial,mass,velocity_initial,lift_multiplier,drag_multiplier,density_multiplier,success,failure,max_total_heat_flux,max_rad_heat_flux,max_conv_heat_flux,max_g_load,apoapsis_altitude,periapsis_altitude,delta_v,velocity_exit
-10.636624719065479,10025.714810347443,16047.5367048138,1.0179149861243713,1.1288725791348082,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC363C0>,True,SUCCESS,412.22386392590147,262.28908338220117,151.25925472363195,10.26848367597483,459081.2165990635,59602.45942710519,136.1895923598986,3506.045889976039
-10.426377466763844,9987.58762017039,15964.055041075002,1.0490600687703815,0.9605430291162095,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC36900>,True,SUCCESS,,,,8.305346431249736,489961.78380199405,60020.27173720517,142.14736859322602,3513.721754150128
-10.668379660278848,10034.082552693528,15938.246752846711,1.1064563858750376,1.0108761832820092,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC36CF0>,True,SUCCESS,419.7442683210436,268.2114745181747,152.8849699266622,9.767083588260578,500000.51525844814,59718.48943558943,128.04398481488715,3530.7047773937184
-10.473897299459793,10000.764910845148,16006.851831884967,1.0967160476638425,0.8711351234684619,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC36C80>,True,SUCCESS,460.0297241838846,300.8714310395207,160.18928823635272,9.26911326512989,481630.25468054967,60025.49115258392,142.55575036530445,3509.552032807399
-10.853551828162075,9964.427001104323,15779.816630041214,1.0168513677850946,1.18468535342342,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC372A0>,True,SUCCESS,411.5573325972804,262.055629419681,150.36049346798814,10.7814289828358,493259.71296734986,59482.642038164646,132.84296319339865,3523.137889393288
-10.703607404706226,10026.421948396744,15956.942246082413,1.095927820086574,0.9356340189859556,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC37620>,True,SUCCESS,462.5861906219093,302.7476333161573,160.72513095494037,9.859361087867294,500000.00411633804,59607.85736777859,128.53678006702648,3529.7574747343047
-10.444343515570313,9928.230978856041,16134.697226646924,1.062271783473942,1.03174323304566,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC37460>,True,SUCCESS,377.24833362036304,233.8594900706977,144.74189264577848,8.724330248899264,491077.2868960747,59774.75227416861,143.97357591056516,3512.5236547045392
-11.25306695599191,9991.867688562086,16160.146187800467,1.1174403916964677,0.8446111759866666,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC377E0>,True,SUCCESS,640.7477076688928,446.6146406800827,195.8366510869854,11.553451551531177,499999.57832554507,59976.86801798788,133.44029398217663,3525.242913920899
-10.593864646838293,9962.217732393801,15708.537467379707,1.160238425730682,1.118623205731786,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC37E00>,True,SUCCESS,322.3912119377175,191.99267168532873,131.0233372859563,8.646074836004866,499999.17494708154,59608.6506648384,132.36409808448389,3526.6291699793433
-10.850412527337328,9982.2371907772,15940.636061471916,1.1891229859301649,0.8350484428458159,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC37D20>,True,SUCCESS,507.0245559232294,337.37329013618154,169.65126578704786,9.758105425608813,499999.9997989451,59800.45524592535,128.68706468362234,3529.738376555828
-11.108790492849279,10015.640978942605,15717.313782326584,1.2777678465142344,0.9345149794530941,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF0130>,True,SUCCESS,484.5410724532562,320.4046005268651,164.13647192639107,11.047867622455756,500000.3287850801,59988.102203169125,135.14755701972217,3524.253578547485
-10.861568440255349,9958.984444855216,15883.025618547419,0.9932912629853501,1.0087937855487041,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF02F0>,True,SUCCESS,,,,10.147246240185774,500000.086675292,59525.76987794315,128.08836948738826,3530.3470500116796
-10.686421392196294,10030.55340364749,16250.822044539053,1.1341141104859507,1.205948706869615,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF0440>,True,SUCCESS,321.84095858227454,186.9657609649618,135.86184116780694,8.325079763878255,499997.6161275059,59840.06305229447,115.33388638319866,3542.1664018390243
-10.821281888179724,9994.426323125557,16030.131559520572,1.0992594125376636,0.8358116501699266,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF0280>,True,SUCCESS,580.6552011748056,400.2502089080841,181.78736396027506,10.85530105961332,500000.17999600794,59490.49143142566,135.36708271814086,3523.550758190518
